rpf_key,code,name,rpt_file,group,sql_len,legacy_tables
1,SQL01005001,รายงานรายละเอียดประเภทป้ายราคา,SP010001.rpt,SQL,280,PRICETAG
2,SQL01005003,รายงานรายละเอียดประเภทป้ายราคา แบบที่ 2,SP010003.rpt,SQL,1036,SKUMASTER
3,SQL01005002,รายงานรายละเอียดประเภทป้ายราคา แบบที่ 1,SP010002.rpt,SQL,1036,SKUMASTER
4,SQL00205001,รายงานรายละเอียดนาทีทอง (Hot Price),SA002001.rpt,SQL,985,ARPRICETAB HOTPRICE
5,RP9310001,รายงานรายละเอียดนาทีทองพร้อมรูป รูปแบบที่ 1 (Hot Price),DOC11702_2.rpt,RP,0,
6,RP9310002,รายงานรายละเอียดนาทีทองพร้อมรูป รูปแบบที่ 2 (Hot Price),DOC11702_3.rpt,RP,0,
7,SQL04005001,รายงานรายชื่อแคมเปญ,SP040001.RPT,SQL,297,ARCAMPAIGN
8,SQL01209002,รายงานรายชื่อสมาชิก ตามรหัสสมาชิก,MB012002.rpt,SQL,476,MEMBER SYSLOOKUP
11,SQL01209020,บัตรสมาชิก,MB012020.rpt,SQL,535,MBTYPE MEMBER SYSLOOKUP
12,SQL05090004,รายงานรายชื่อสมาชิก พร้อมประวัติส่วนตัว,SETMBD003.rpt,SQL,424,ADDRBOOK MBTYPE MEMBER SYSLOOKUP
13,SQL05090002,รายงานรายชื่อสมาชิก พร้อมที่อยู่,SETMBD002.rpt,SQL,866,MBTYPE MEMBER SYSLOOKUP
15,SQL03004009,รายงานรายละเอียดสินค้าคงเหลือ ตามคลัง - ไม่แสดงทุน,IC030007.rpt,SQL,882,BRAND DOCINFO DOCTYPE ICCAT ICDEPT SKUMASTER SKUMOVE UOFQTY WAREHOUSE WARELOCATION
16,RP174020001,รายงานสรุปสินค้าคงเหลือ แสดงจำนวนค้างรับและจำนวนค้างส่ง,IC174001.rpt,RP,0,
17,RP179020001,รายงานรายละเอียดสินค้าคงเหลือแสดงเอกสารค้างรับและค้างส่ง,IC179001.rpt,RP,0,
19,SQL03004006,รายงานสินค้าคงเหลือ ตามเลขที่กำกับ (Serial) - ไม่แสดงทุน,IC030002.rpt,SQL,967,BRAND DOCINFO DOCTYPE ICCAT ICDEPT SKUMASTER SKUMOVE UOFQTY WAREHOUSE WARELOCATION
20,RP16104022,รายงานสรุปสินค้าคงเหลือในคลัง ตามหมวดสินค้า,IC161022.rpt,RP,0,
21,RP16104010,รายงานสรุปสินค้าคงเหลือในคลัง ไม่แสดงทุน,IC161010.rpt,RP,0,
22,SQL03004007,สรุปสินค้าคงเหลือ - ตามเลขที่กำกับ - แบบสรุป (ไม่แสดงทุน),IC030005.rpt,SQL,579,BRAND DOCINFO DOCTYPE ICCAT ICDEPT SKUMASTER SKUMOVE UOFQTY WAREHOUSE WARELOCATION
23,RP16104020,รายงานสรุปสินค้าคงเหลือในคลัง ตามประเภทสินค้า,IC161020.rpt,RP,0,
24,RP16104021,รายงานสรุปสินค้าคงเหลือในคลัง ตามยี่ห้อสินค้า,IC161021.rpt,RP,0,
27,SQL02104030,รายงานรายละเอียดสินค้าพร้อม UPRICE,IC021030.rpt,SQL,1544,ARPLU ARPRICETAB ARUPRC BRAND GOODSMASTER ICCAT ICDEPT PRICETAG SKUALT SKUMASTER UOFQTY WAREHOUSE WARELOCATION
28,SQL02104031,รายงานรายละเอียดสินค้าพร้อม UDSC,IC021031.rpt,SQL,1544,ARPLU ARPRICETAB ARUDSC BRAND GOODSMASTER ICCAT ICDEPT PRICETAG SKUALT SKUMASTER UOFQTY WAREHOUSE WARELOCATION
29,SQL02104032,รายงานรายละเอียดสินค้าพร้อม UFREE,IC021032.rpt,SQL,1532,ARPLU ARPRICETAB ARUFREE BRAND GOODSMASTER ICCAT ICDEPT PRICETAG SKUALT SKUMASTER UOFQTY WAREHOUSE WARELOCATION
30,SQL02104023,รายงานรหัสซื้อขาย ตามสีสินค้า,IC021023.rpt,SQL,2227,ARPLU ARPRICETAB BRAND GOODSMASTER ICCAT ICCOLOR ICDEPT ICGL ICPRT ICSIZE PRICETAG SKUALT SKUMASTER UOFQTY WAREHOUSE WARELOCATION
31,SQL02104024,รายงานรหัสซื้อขาย ตามขนาดสินค้า,IC021024.rpt,SQL,2227,ARPLU ARPRICETAB BRAND GOODSMASTER ICCAT ICCOLOR ICDEPT ICGL ICPRT ICSIZE PRICETAG SKUALT SKUMASTER UOFQTY WAREHOUSE WARELOCATION
32,SQL021040352,รายงานรหัสซื้อขาย ตามผู้จำหน่ายหลัก,IC021036.rpt,SQL,2356,APFILE ARPLU ARPRICETAB BRAND GOODSMASTER ICCAT ICCOLOR ICDEPT ICGL ICPRT ICSIZE PRICETAG SKUALT SKUAP SKUMASTER UOFQTY WAREHOUSE WARELOCATION
33,SQL021040351,รายงานรหัสซื้อขาย ตามผู้จำหน่าย,IC021035.rpt,SQL,2358,APFILE ARPLU ARPRICETAB BRAND GOODSMASTER ICCAT ICCOLOR ICDEPT ICGL ICPRT ICSIZE PRICETAG SKUALT SKUAP SKUMASTER UOFQTY WAREHOUSE WARELOCATION
34,SQL02104022,รายงานรหัสซื้อขาย ตามประเภทสินค้า,IC021022.rpt,SQL,2227,ARPLU ARPRICETAB BRAND GOODSMASTER ICCAT ICCOLOR ICDEPT ICGL ICPRT ICSIZE PRICETAG SKUALT SKUMASTER UOFQTY WAREHOUSE WARELOCATION
35,SQL02104025,รายงานรหัสซื้อขาย ตามหมวดสินค้า,IC021025.rpt,SQL,2227,ARPLU ARPRICETAB BRAND GOODSMASTER ICCAT ICCOLOR ICDEPT ICGL ICPRT ICSIZE PRICETAG SKUALT SKUMASTER UOFQTY WAREHOUSE WARELOCATION
36,SQL02104021,รายงานรหัสซื้อขาย ตามยี่ห้อสินค้า,IC021021.rpt,SQL,2227,ARPLU ARPRICETAB BRAND GOODSMASTER ICCAT ICCOLOR ICDEPT ICGL ICPRT ICSIZE PRICETAG SKUALT SKUMASTER UOFQTY WAREHOUSE WARELOCATION
37,SQL01104102,รายงานคลังสินค้า,IC011102.rpt,SQL,267,WAREHOUSE
38,SQL01104101,รายงานคลังสินค้าและตำแหน่งเก็บ,IC011101.rpt,SQL,367,WAREHOUSE
39,SQL01004101,รายงานหน่วยนับสินค้าเรียงตามชื่อ,IC010101.rpt,SQL,93,UOFQTY
41,SQL010104102,รายงานรายชื่อหน่วยนับสินค้าเรียงตามรหัส,IC010102.rpt,SQL,93,UOFQTY
42,SQL24040006,รายงานรหัสยี่ห้อสินค้า,SETBRN001.rpt,SQL,497,MISCLOOKUP
43,SQL02104008,รายงานรหัสสินค้า ตามเครื่องพิมพ์,IC021008.rpt,SQL,1699,APFILE BRAND ICCAT ICCOLOR ICDEPT ICGL ICPRT ICSIZE SKUALT SKUAP SKUMASTER UOFQTY WAREHOUSE WARELOCATION
44,SQL04104003,รายงานรหัสสินค้า ตามประเภทสินค้า,IC021003.rpt,SQL,1699,APFILE BRAND ICCAT ICCOLOR ICDEPT ICGL ICPRT ICSIZE SKUALT SKUAP SKUMASTER UOFQTY WAREHOUSE WARELOCATION
45,SQL02104007,รายงานรหัสสินค้า ตามหมวด,IC021007.rpt,SQL,1699,APFILE BRAND ICCAT ICCOLOR ICDEPT ICGL ICPRT ICSIZE SKUALT SKUAP SKUMASTER UOFQTY WAREHOUSE WARELOCATION
46,SQL02104002,รายงานรหัสสินค้า ตามยี่ห้อ,IC021002.rpt,SQL,1699,APFILE BRAND ICCAT ICCOLOR ICDEPT ICGL ICPRT ICSIZE SKUALT SKUAP SKUMASTER UOFQTY WAREHOUSE WARELOCATION
47,SQL02104004,รายงานรหัสสินค้า ตามประเภททดแทน,IC021004.rpt,SQL,1699,APFILE BRAND ICCAT ICCOLOR ICDEPT ICGL ICPRT ICSIZE SKUALT SKUAP SKUMASTER UOFQTY WAREHOUSE WARELOCATION
48,SQL02104005,รายงานรหัสสินค้า ตามสี,IC021005.rpt,SQL,1699,APFILE BRAND ICCAT ICCOLOR ICDEPT ICGL ICPRT ICSIZE SKUALT SKUAP SKUMASTER UOFQTY WAREHOUSE WARELOCATION
49,SQL02104006,รายงานรหัสสินค้า ตามขนาด,IC021006.rpt,SQL,1699,APFILE BRAND ICCAT ICCOLOR ICDEPT ICGL ICPRT ICSIZE SKUALT SKUAP SKUMASTER UOFQTY WAREHOUSE WARELOCATION
50,SQL24040005,รายงานรหัสหมวดสินค้า,SETICD001.rpt,SQL,557,MISCLOOKUP
51,SQL24040003,รายงานแสดงรหัสสินค้าทดแทน,SETALT001.rpt,SQL,265,MISCLOOKUP
52,SQL24040002,รายงานแสดงรหัสสี,SETCOL001.rpt,SQL,282,MISCLOOKUP
53,SQL24040001,รายงานแสดงรหัสขนาด,SETSIZ001.rpt,SQL,265,MISCLOOKUP
54,SQL01004801,รายงานเครื่องพิมพ์สำหรับจัดสินค้า,IC010801.rpt,SQL,79,ICPRT
55,SQL01004901,รายงานวิธีจัดส่งสินค้า,IC010901.rpt,SQL,84,SHIPBY
56,SQL011040011,รายงานประเภทการลงบัญชีทั่วไป,IC011001.RPT,SQL,3459,ICGL
57,SQL24040004,รายงานรหัสประเภทสินค้า,SETICC001.rpt,SQL,477,MISCLOOKUP
58,POS01008005,รายงานสรุปยอดขายสินค้า - แสดงขนาดบรรจุ (รหัสซื้อขาย),POS01005.rpt,POS,0,
59,POS01308001,รายงานสรุปยอดขายตามสินค้า-ราคาปกติ พร้อมทุนแยกสาขา,POS01301.rpt,POS,0,
60,POS01308006,รายงานสรุปยอดขายตามสินค้า-ราคาปกติ สรุปตามสาขา,POS01306.rpt,POS,0,
61,POS01308003,รายงานสรุปยอดขายตามสินค้า- แยกประเภทภาษีตามสาขา,POS01303.rpt,POS,0,
62,POS01308009,รายงานสรุปยอดขายตามสินค้า- แยกประเภทภาษีตามเครื่อง,POS01309.rpt,POS,0,
63,POS01308002,รายงานสรุปยอดขายตามสินค้า- แยกประเภทภาษี,POS01302.rpt,POS,0,
66,POS01608001,รายงานสรุปยอดขาย - ตามรหัสซื้อขาย,POS01601.rpt,POS,0,
67,POS01508001,รายงานสรุปยอดขายตามรหัสซื้อขาย - ราคานาทีทอง สรุปตามสาขา,POS01501.rpt,POS,0,
68,POS01608002,รายงานสรุปยอดขายตามรหัสซื้อขาย - พร้อมทุนและ%เทียบ,POS01602.rpt,POS,0,
69,POS01508002,รายงานสรุปยอดขายตามรหัสซื้อขาย - สรุปตามสาขา,POS01502.rpt,POS,0,
72,POS01908003,รายงานสรุปสินค้าขายตามผู้จำหน่าย แจงตามยี่ห้อและสาขา,POS01903.rpt,POS,0,
73,POS01908004,รายงานสรุปสินค้าขายตามสาขา แจงตามผู้จำหน่ายและยี่ห้อ,POS01904.rpt,POS,0,
74,POS01008018,รายงานสรุปยอดขายแต่ละวัน - ตามยี่ห้อและผู้จำหน่าย,POS01018.rpt,POS,0,
75,POS01008026,รายงานสรุปยอดขายตามรหัสซื้อขายและผู้จำหน่าย,POS01026.rpt,POS,0,
76,POS02108002,รายงานสรุปสินค้าขายตามผู้จำหน่ายสรุปตามสาขา,POS02102.rpt,POS,0,
79,POS02808001,รายงานรายละเอียดการชำระโดยบัตรเครคิต,POS02801.rpt,POS,0,
80,POS02808002,รายงานการชำระโดยบัตรเครคิตสรุปตามประเภทบัตร,POS02802.rpt,POS,0,
81,POS02808003,รายงานสรุปการชำระโดยบัตรเครคิตแยกประเภทบัตร,POS02803.rpt,POS,0,
82,POS02608001,รายงานรายละเอียดการชำระโดยโอนเข้าบัญชีลูกหนี้,POS02601.rpt,POS,0,
83,POS02708001,รายงานรายละเอียดการชำระโดยเช็ค,POS02701.rpt,POS,0,
84,POS02908001,รายงานรายละเอียดคูปองห้าง,POS02901.rpt,POS,0,
85,POS03008001,รายงานรายละเอียดคูปองคู่ค้า,POS03001.rpt,POS,0,
86,POS03108001,รายงานรายละเอียดคูปองซัพพลายเออร์,POS03101.rpt,POS,0,
87,POS02508012,รายละเอียดรับชำระคูปองเงินสด,POS02511.rpt,POS,0,
91,POS02508002,รายงานรายละเอียดรับชำระ - ตามเอกสาร,POS02502.rpt,POS,0,
92,POS02508007,รายงานสรุปรวมการชำระแต่ละวันพร้อม%เทียบ,POS02507.rpt,POS,0,
93,POS03908001,รายงาน X (สรุปตามแคชเชียร์),POS03901.rpt,POS,0,
94,POS03508001,รายงาน Z (สรุปตามเครื่อง Pos),POS03501.rpt,POS,0,
96,POS031213,จัดอันดับจำนวนสินค้าขายตามประเภทสินค้าพร้อมทุน(น้อยไปมาก),POS031213.rpt,POS,0,
97,POS031223,จัดอันดับจำนวนสินค้าขายตามยี่ห้อสินค้าพร้อมทุน(น้อยไปมาก),POS031213.rpt,POS,0,
98,POS031233,จัดอันดับจำนวนสินค้าขายตามหมวดสินค้าพร้อมทุน(น้อยไปมาก),POS031213.rpt,POS,0,
99,POS031243,จัดอันดับจำนวนสินค้าขายตามผู้จำหน่ายหลักพร้อมทุน(น้อยไปมาก),POS031213.rpt,POS,0,
100,POS031283,จัดอันดับจำนวนสินค้าพร้อมทุน(น้อยไปมาก),POS031213.rpt,POS,0,
101,POS031212,จัดอันดับยอดขายสินค้าตามประเภทสินค้าพร้อมทุน(น้อยไปมาก),POS031212.rpt,POS,0,
102,POS031222,จัดอันดับยอดขายสินค้าตามยี่ห้อสินค้าพร้อมทุน(น้อยไปมาก),POS031212.rpt,POS,0,
103,POS031232,จัดอันดับยอดขายสินค้าตามหมวดสินค้าพร้อมทุน(น้อยไปมาก),POS031212.rpt,POS,0,
104,POS031242,จัดอันดับยอดขายสินค้าตามผู้จำหน่ายหลักพร้อมทุน(น้อยไปมาก),POS031212.rpt,POS,0,
105,POS031282,จัดอันดับยอดขายสินค้าพร้อมทุน(น้อยไปมาก),POS031212.rpt,POS,0,
106,POS031215,จัดอันดับจำนวนสินค้าขายตามประเภทสินค้าพร้อมทุน(มากไปน้อย),POS031215.rpt,POS,0,
107,POS031214,จัดอันดับยอดขายสินค้าตามประเภทสินค้าพร้อมทุน(มากไปน้อย),POS031214.rpt,POS,0,
108,POS031225,จัดอันดับจำนวนสินค้าขายตามยี่ห้อสินค้าพร้อมทุน(มากไปน้อย),POS031215.rpt,POS,0,
109,POS031224,จัดอันดับยอดขายสินค้าตามยี่ห้อสินค้าพร้อมทุน(มากไปน้อย),POS031214.rpt,POS,0,
110,POS031234,จัดอันดับยอดขายสินค้าตามหมวดสินค้าพร้อมทุน(มากไปน้อย),POS031214.rpt,POS,0,
111,POS031244,จัดอันดับยอดขายสินค้าตามผู้จำหน่ายหลักพร้อมทุน(มากไปน้อย),POS031214.rpt,POS,0,
112,POS031284,จัดอันดับยอดขายสินค้าพร้อมทุน(มากไปน้อย),POS031214.rpt,POS,0,
114,POS031235,จัดอันดับจำนวนสินค้าขายตามหมวดสินค้าพร้อมทุน(มากไปน้อย),POS031215.rpt,POS,0,
115,POS031245,จัดอันดับจำนวนสินค้าขายตามผู้จำหน่ายหลักพร้อมทุน(มากไปน้อย),POS031215.rpt,POS,0,
116,POS031285,จัดอันดับจำนวนสินค้าพร้อมทุน(มากไปน้อย),POS031215.rpt,POS,0,
119,POS00108001,*รายงานยอดขายรายวัน.,POS00101.rpt,POS,0,
120,POS00108006,*รายงานรายวันขายแบบละเอียด,POS00106.rpt,POS,0,
121,POS00108002,รายงานยอดขายรายวันพร้อมพนักงานขายและสมาชิก,POS00102.rpt,POS,0,
122,POS00108003,รายงานยอดขายรายวันพร้อมค่าบริการ,POS00103.rpt,POS,0,
123,POS00108004,"รายงานยอดขายรายวันพร้อมพนักงานขาย,สมาชิกและค่าบริการ",POS00104.rpt,POS,0,
124,POS00108005,รายงานสรุปรายละเอียดยอดขายและPassport,POS00105.rpt,POS,0,
125,POS00108011,รายงานสรุปรายละเอียดยอดขายและPassportแยกตามเครื่องเก็บเงิน,POS00111.rpt,POS,0,
126,POS00608001,รายงานบิลพักบิลมากกว่า 1 ครั้ง,POS00601.rpt,POS,0,
127,POS00408001,รายงานบิลยกเลิกย้อนหลัง,POS00401.rpt,POS,0,
128,POS00508001,รายงานบิลพักบิลแล้วยกเลิก,POS00501.rpt,POS,0,
129,POS00208001,รายงานบิลพักแล้วไม่ปิด,POS00201.rpt,POS,0,
130,POS00308001,รายงานบิลยกเลิกระหว่างขาย,POS00301.rpt,POS,0,
131,POS00708001,ภาษีขาย,POS00701.rpt,POS,0,
132,POS00708007,ภาษีขายแยกตามกลุ่ม,POS00707.rpt,POS,0,
133,POS00708002,ภาษีขาย แสดงเฉพาะรายการที่มีใบกำกับภาษีเต็มรูป,POS00702.rpt,POS,0,
135,POS00708003,รายงานภาษีขาย,POS00703.rpt,POS,0,
136,POS00808001,รายงานยอดขายตามเวลา.,POS00801.rpt,POS,0,
137,POS00808002,รายงานรายละเอียดยอดขายทั้งหมดตามเวลา,POS00802.rpt,POS,0,
138,POS00808003,รายงานสรุปยอดขายทั้งหมดตามเวลา,POS00803.rpt,POS,0,
139,POS00908001,รายงานประสิทธิภาพแคชเชียร์.,POS00901.rpt,POS,0,
140,POS01208001,รายงานยอดขายตามพนักงานขาย.,POS01201.rpt,POS,0,
141,POS01208004,รายงานรายละเอียดยอดขายตามพนักงานขายพร้อมสินค้า,POS01204.rpt,POS,0,
142,POS01208005,รายงานสรุปยอดขายสินค้าตามพนักงานขาย.,POS01205.rpt,POS,0,
143,POS01208002,รายงานรายละเอียดตามพนักงานขาย,POS01202.rpt,POS,0,
144,POS01208003,รายงานสรุปยอดขายตามพนักงานขาย.,POS01203.rpt,POS,0,
146,POS01108001,รายงานยอดขายสมาชิก- ตามเอกสาร,POS01101.rpt,POS,0,
147,POS01108004,รายงานรายละเอียดการซื้อสินค้าของสมาชิก - ตามเอกสาร,POS01104.rpt,POS,0,
148,POS01108005,รายงานสรุปยอดขายสินค้าตามสมาชิก,POS01105.rpt,POS,0,
149,POS01108002,รายงานสรุปยอดขายรายวันตามสมาชิก,POS01102.rpt,POS,0,
150,POS01108003,รายงานสรุปยอดขายตามสมาชิก,POS01103.rpt,POS,0,
151,POS01008011,รายงานสรุปยอดซื้อสมาชิก - ตามป้ายราคาและสินค้า,POS01011.rpt,POS,0,
153,POS01008001,*รายงานยอดขายสินค้า,POS01001.rpt,POS,0,
154,POS01008002,รายงานรายละเอียดยอดขายรายวันแยกตามเครื่องเก็บเงิน,POS01002.rpt,POS,0,
155,POS01008003,*รายงานรายละเอียดยอดสินค้าขายตามสินค้า,POS01003.rpt,POS,0,
156,POS01008012,รายงานรายละเอียดยอดสินค้าขายตามประเภท,POS01012.rpt,POS,0,
157,POS01008015,รายงานรายละเอียดสินค้าขายตามหมวดสินค้า,POS01015.rpt,POS,0,
158,POS01008013,รายงานรายละเอียดยอดสินค้าขายตามยี่ห้อ,POS01013.rpt,POS,0,
159,POS01008014,รายงานรายละเอียดยอดสินค้าขายตามผู้จำหน่าย,POS01014.rpt,POS,0,
160,POS01008016,รายงานรายละเอียดสินค้าขายตามผู้จำหน่าย และยี่ห้อ,POS01016.rpt,POS,0,
161,POS01008008,รายงานรายละเอียดการขายสินค้ายกเว้นภาษี,POS01008.rpt,POS,0,
162,POS01008017,รายงานสินค้าของแถม แสดงรายละเอียดเอกสาร,POS01017.rpt,POS,0,
163,POS01008006,รายงานรายละเอียดการขายสินค้าแบบ SERIAL NO. ตามเอกสาร,POS01006.rpt,POS,0,
164,POS01008007,รายงานรายละเอียดการขายสินค้าแบบ SERIAL NO. ตามรหัสซื้อขาย,POS01007.rpt,POS,0,
165,POS01008009,บัญชีรายละเอียดการขายสินค้า - ระบุเลขที่หนังสือเดินทาง,POS01009.rpt,POS,0,
171,POS01008019,รายงานสินค้าเปลี่ยนราคาขาย ณ เครื่องบันทึกเงินสด,POS01037.rpt,POS,0,
172,RP67000001,รายงานรายชื่อสินค้าใหม่,IC670001.rpt,RP,0,
174,SQL02105202,รายงานราคาขายสินค้า ตามตารางราคาแบบละเอียด,SP021202.rpt,SQL,1250,SKUMASTER
175,SQL02105204,รายงานราคาขายสินค้า ตามตารางราคา,SP021204.rpt,SQL,547,ARPRICETAB
176,SQL11005006,รายงานตารางราคาขายสินค้า (Cross Tab),IC110006.rpt,SQL,391,ARPRICETAB
177,SQL11005005,รายงานตารางราคาขายสินค้า,IC110005.rpt,SQL,457,ARPRICETAB
179,SQL02105203,รายงานราคาขายสินค้า ตามตารางราคาขายและรหัสซื้อขาย,SP021203.rpt,SQL,1092,SKUMASTER
180,SQL10006005,รายงานตารางราคาซื้อสินค้า,IC100005.rpt,SQL,457,APPRICETAB
181,SQL10006006,รายงานตารางราคาซื้อสินค้า (Cross Tab),IC100006.rpt,SQL,544,APPRICETAB
182,SQL01007102,รายงานผังบัญชี,OT010102.rpt,SQL,145,ACCOUNTCHART
183,SQL06060003,รายงาน-ประเภทเจ้าหนี้,SETAPC001.rpt,SQL,477,MISCLOOKUP
184,SQL06060002,รายงาน -รหัสเจ้าหนี้และข้อมูลอ้างอิง,SETAP0001.rpt,SQL,269,MISCLOOKUP
187,SQL012060041,รายงานรายชื่อเจ้าหนี้พร้อมชื่อผู้ติดต่อ,AP012004.rpt,SQL,780,ACCOUNTCHART ADDRBOOK APADDRESS APCAT APCONTACT APFILE BUSINESSTYPE CONTACT CONTACTSTATUS DEPTTAB
188,SQL012060021,รายงานรหัสเจ้าหนี้พร้อมที่อยู่ทั้งหมด,AP012002.rpt,SQL,818,ACCOUNTCHART ADDRBOOK APADDRESS APCAT APFILE BUSINESSTYPE CONTACTSTATUS DEPTTAB
189,SQL05060007,รายงานรายชื่อเจ้าหนี้ ตามประเภท (Legal),AP050001.rpt,SQL,1089,ACCOUNTCHART ADDRBOOK APADDRESS APCAT APCONDITION APFILE APGL APSUMMARY DEPTTAB
190,SQL05060008,รายงานรายชื่อเจ้าหนี้แสดงข้อตกลง,AP050006.rpt,SQL,782,ACCOUNTCHART APCAT APCONDITION APFILE APGL APPRICETAB DEPTTAB EXCHANGERATE
191,SQL05060004,รายงานรายชื่อลูกค้าตามชนิดลูกค้า (Legal),AR050003.rpt,SQL,1573,ACCOUNTCHART ADDRBOOK ARADDRESS ARAREA ARCAT ARCONDITION ARFILE ARGL ARGROUP ARLINE ARPRICETAB ARSUMMARY ARTYPE DEPTTAB SALESMAN
192,SQL05060003,รายงานรายชื่อลูกค้าตามกลุ่มลูกค้า (Legal),AR050004.rpt,SQL,1573,ACCOUNTCHART ADDRBOOK ARADDRESS ARAREA ARCAT ARCONDITION ARFILE ARGL ARGROUP ARLINE ARPRICETAB ARSUMMARY ARTYPE DEPTTAB SALESMAN
193,SQL05060005,รายงานรายชื่อลูกค้าตามเขตการตลาด (Legal),AR050005.rpt,SQL,1573,ACCOUNTCHART ADDRBOOK ARADDRESS ARAREA ARCAT ARCONDITION ARFILE ARGL ARGROUP ARLINE ARPRICETAB ARSUMMARY ARTYPE DEPTTAB SALESMAN
194,SQL05060006,รายงานรายชื่อลูกค้าแสดงข้อตกลง,AR050006.rpt,SQL,893,ARAREA ARCAT ARCONDITION ARFILE ARGL ARGROUP ARLINE ARPRICETAB ARTYPE DEPTTAB EXCHANGERATE
195,SQL06060001,รายงานรายชื่อลูกหนี้พร้อมข้อมูลวิเคราะห์การตลาดขั้นสูง,SETAR0001.rpt,SQL,269,MISCLOOKUP
197,SQL06060004,รายงาน -ประเภทลูกค้า,SETARC001.rpt,SQL,477,MISCLOOKUP
198,SQL08050007,รายงาน -รหัสเขตการตลาด,SETAAR001.rpt,SQL,241,MISCLOOKUP
201,SQL08050008,รายงาน -รหัสกลุ่มลูกค้า,SETARG001.rpt,SQL,250,MISCLOOKUP
202,SQL08050009,รายงาน -รหัสชนิดลูกค้า,SETART001.rpt,SQL,249,MISCLOOKUP
203,SQL08050010,รายงาน -รหัสสายลูกค้า,SETARL001.rpt,SQL,241,MISCLOOKUP
204,SQL01206004,รายงานรายชื่อลูกค้าพร้อมชื่อผู้ติดต่อ,AR012004.rpt,SQL,856,ADDRBOOK ARADDRESS ARAREA ARCAT ARCONTACT ARFILE ARGROUP ARLINE ARTYPE BUSINESSTYPE CONTACT CONTACTSTATUS
205,SQL01206002,รายงานรหัสลูกค้าพร้อมที่อยู่ทั้งหมด,AR012002.rpt,SQL,943,ADDRBOOK ARADDRESS ARAREA ARCAT ARFILE ARGL ARGROUP ARLINE ARTYPE BUSINESSTYPE CONTACTSTATUS
206,SQL05060001,รายงานรายชื่อลูกค้าตามประเภท (Legal),AR050001.rpt,SQL,1573,ACCOUNTCHART ADDRBOOK ARADDRESS ARAREA ARCAT ARCONDITION ARFILE ARGL ARGROUP ARLINE ARPRICETAB ARSUMMARY ARTYPE DEPTTAB SALESMAN
207,SQL05060002,รายงานรายชื่อลูกค้าตามสายลูกค้า (Legal),AR050002.rpt,SQL,1573,ACCOUNTCHART ADDRBOOK ARADDRESS ARAREA ARCAT ARCONDITION ARFILE ARGL ARGROUP ARLINE ARPRICETAB ARSUMMARY ARTYPE DEPTTAB SALESMAN
208,POS01108021,รายงานการใช้บริการของสมาชิก,POS01121.rpt,POS,0,
209,POS01108022,รายงานการใช้บริการคงเหลือของสมาชิก,POS01122.rpt,POS,0,
210,POS01208021,รายงานจำนวนครั้งการบริการตามพนักงานขาย,POS01221.rpt,POS,0,
211,RP45103001,รายงานสมุดบัญชีแยกประเภท-แบบละเอียด,GL451001.RPT,RP,0,
213,RP45203001,รายงานสมุดบัญชีแยกประเภท- แบบสรุป,GL452001.RPT,RP,0,
214,RP305010002,แบบแสดงรายการภาษีมูลค่าเพิ่ม,VAT30001.rpt,RP,0,
215,RP305010003,รายงานสรุปแบบแสดงรายการภาษีมูลค่าเพิ่ม,VAT30002.rpt,RP,0,
220,RP30404000226,"รายงานภาษีขาย (มาตรา 87 , 87/3 วรรคสอง)",VAT010002_26.rpt,RP,0,
221,RP304040003,รายงานภาษีขาย (แนวตั้ง),VAT010003.rpt,RP,0,
222,RP304040001,ทะเบียนภาษีขาย,VAT010004.rpt,RP,0,
223,SQL13003003,ทะเบียนภาษีขาย (ยังไม่ถึงกำหนดนำส่ง),VAT010009.rpt,SQL,950,TRANPAYA VATTABLE
224,RP304040002,"รายงานภาษีขาย (มาตรา 87 , 87/3 วรรคสอง) (ประกาศ 197)",VAT010002.rpt,RP,0,
225,RP302002008,ใบปะหน้าแบบยื่นรายการภาษีเงินได้หัก ณ ที่จ่าย (ภ.ง.ด.1),WHT01011.rpt,RP,0,
226,RP3020020010,แบบยื่นรายการภาษีเงินได้หัก ณ ที่จ่าย (ภ.ง.ด.2),WHT02001.rpt,RP,0,
227,RP302002004,แบบยื่นรายการภาษีเงินได้หัก ณ ที่จ่าย (ภ.ง.ด.53),WHT53001.rpt,RP,0,
228,RP302002006,ใบปะหน้าแบบยื่นรายการภาษีเงินได้หัก ณ ที่จ่าย (ภ.ง.ด.53),WHT53011.rpt,RP,0,
232,RP302002002,แบบยื่นรายการภาษีเงินได้หัก ณ ที่จ่าย (ภ.ง.ด.3),WHT03001.rpt,RP,0,
233,RP302002003,ใบปะหน้าแบบยื่นรายการภาษีเงินได้หัก ณ ที่จ่าย (ภ.ง.ด.3),WHT03011.rpt,RP,0,
234,RP302002007,แบบยื่นรายการภาษีเงินได้หัก ณ ที่จ่าย (ภ.ง.ด.1),WHT01001.rpt,RP,0,
235,RP302002009,ใบปะหน้าแบบยื่นรายการภาษีเงินได้หัก ณ ที่จ่าย (ภ.ง.ด.2),WHT02011.rpt,RP,0,
236,SQL002060021,จ่าหน้าซองเจ้าหนี้พร้อมชื่อผู้ติดต่อหลัก,AP002002.rpt,SQL,580,APFILE
237,SQL002060011,จ่าหน้าซองเจ้าหนี้,AP002001.rpt,SQL,375,APFILE
