rpf_key,code,name,rpt_file,group,sql_len,legacy_tables
"1,551",SQL00104013,รายงานยอดขายตามลูกค้ารายไตรมาส,SA001013.rpt,SQL,1061,DOCTYPE
"1,552",SQL00104016,รายงานยอดขายตามลูกค้ารายเดือน,SA001016.rpt,SQL,1062,DOCTYPE
"1,554",SQL00104012,รายงานยอดขายตามพนักงานขายรายสัปดาห์,SA001012.rpt,SQL,1065,DOCTYPE
"1,555",SQL00104011,รายงานยอดขายตามพนักงานขาย 3 ช่อง,SA001011.rpt,SQL,1064,DOCTYPE
"1,556",SQL00104015,รายงานยอดขายตามพนักงานขายรายเดือน,SA001015.rpt,SQL,1064,DOCTYPE
"1,557",SQL00104014,รายงานยอดขายตามพนักงานขายรายไตรมาส,SA001014.rpt,SQL,1065,DOCTYPE
"1,559",SQL00104020,รายงานยอดขายตามแผนกรายสัปดาห์,SA001020.rpt,SQL,1122,DOCTYPE
"1,560",SQL00104021,รายงานยอดขายตามแผนกรายครึ่งเดือน,SA001021.rpt,SQL,1121,DOCTYPE
"1,561",SQL10004001,รายงานสรุปยอดขายพร้อมทุน/กำไร ตามสินค้า,SA100001.rpt,SQL,1335,SKUMOVE
"1,562",SQL10004002,รายงานสรุปยอดขายพร้อมทุน/กำไร ตามประเภทสินค้า,SA100002.rpt,SQL,1267,SKUMOVE
"1,563",SQL10004003,รายงานยอดขายพร้อมทุน/กำไร ตามหมวด,SA100003.rpt,SQL,1275,SKUMOVE
"1,564",SQL10004004,รายงานสรุปยอดขายพร้อมทุน/กำไร ตามยี่ห้อ,SA100004.rpt,SQL,1264,SKUMOVE
"1,565",SQL10004005,รายงานสรุปยอดขายพร้อมทุน/กำไร ตามประเภทและลูกค้า,SA100005.rpt,SQL,1299,SKUMOVE
"1,566",SQL10004006,รายงานสรุปยอดขายพร้อมทุน/กำไร ตามพนักงานขาย,SA100006.rpt,SQL,1370,SKUMOVE
"1,567",SQL10004007,รายงานสรุปยอดขายพร้อมทุน/กำไร ตามแผนก,SA100007.rpt,SQL,1273,SKUMOVE
"1,568",SQL01010009,รายงานรายละเอียดเอกสารขายที่ขายขาดทุน,IC101007.rpt,SQL,1337,DOCINFO
"1,569",RP8320001,รายงานแสดงสินค้าที่ขายขาดทุน 6 เดือน,IC832001.rpt,RP,0,
"1,570",RP8280001,รายงานแสดงสินค้าที่ขายขาดทุน 6 เดือน ตามประเภทสินค้า,IC828001-1.rpt,RP,0,
"1,571",RP8290001,รายงานแสดงสินค้าที่ขายขาดทุน 6 เดือน ตามยี่ห้อสินค้า,IC828001-2.rpt,RP,0,
"1,572",RP8300001,รายงานแสดงสินค้าที่ขายขาดทุน 6 เดือน ตามหมวดสินค้า,IC828001-3.rpt,RP,0,
"1,573",RP8310001,รายงานแสดงสินค้าที่ขายขาดทุน 6 เดือน ตามผู้จำหน่ายหลัก,IC828001.rpt,RP,0,
"1,575",SQL10010007,รายงานราคาขายต่ำกว่าทุนตามตารางราคา,IC101005.rpt,SQL,422,ARUPRC SKUMASTER
"1,576",SQL01010008,รายงานสรุปเอกสารขายที่ขาดทุน,IC101006.rpt,SQL,1060,DOCINFO
"1,577",SQL0705004,รายงานตรวจสอบประวัติการเปลี่ยนแปลงราคาขาย - ตามสินค้า,PC0510004.RPT,SQL,896,PRICECHANGE
"1,578",SQL0705005,รายงานตรวจสอบประวัติการเปลี่ยนแปลงราคาขาย-ตามเวลา,PC0510005.RPT,SQL,894,PRICECHANGE
"1,579",SQL0705006,รายงานเปลี่ยนแปลงราคาขาย-ตามผู้จำหน่ายหลัก,PC0510006.rpt,SQL,1244,PRICECHANGE
"1,580",SQL0705001,รายงานเปลี่ยนแปลงราคาขาย ตามตารางราคา,PC0510001.rpt,SQL,1125,PRICECHANGE
"1,581",SQL0705002,รายงานเปลี่ยนแปลงราคาขาย - ตามสินค้า,PC0510002.rpt,SQL,1125,PRICECHANGE
"1,583",SQL030100121,รายงานเช็ครับในมือครบกำหนด.,BK030012.rpt,SQL,224,CHEQUEIN
"1,584",SQL030100111,รายงานเช็คจ่ายล่วงหน้าครบกำหนด,BK030011.rpt,SQL,239,CHEQUEBOOK
"1,585",SQL001020122,รายงานสรุปลูกหนี้ครบกำหนดชำระ,AR510006.rpt,SQL,660,DOCINFO
"1,586",SQL001020121,รายงานสรุปลูกหนี้ครบกำหนดวางบิล,FN001013.rpt,SQL,479,ARDETAIL ARFILE DOCINFO VATTABLE
"1,587",SQL002020151,รายงานสรุปเจ้าหนี้ครบกำหนดชำระ,AP103006.rpt,SQL,228,APDETAIL APFILE DOCINFO VATTABLE
"1,588",SQL0910015,รายงานรายละเอียดใบเสนอราคา - หมดอายุ,IC091015.rpt,SQL,2788,DOCINFO
"1,590",RP102010012,รายงานสรุปใบสั่งซื้อ - ถึงกำหนดรับ,IC102007.rpt,RP,0,
"1,591",RP102010011,รายงานรายละเอียดใบสั่งซื้อ - ถึงกำหนดรับ,IC102004.rpt,RP,0,
"1,593",RP102010021,รายงานรายละเอียดใบสั่งซื้อ - หมดอายุ,IC102005.rpt,RP,0,
"1,594",RP102010022,รายงานสรุปใบสั่งซื้อ - หมดอายุ,IC102006.rpt,RP,0,
"1,596",FRM105010062,รายงานสรุปใบจอง - ถึงกำหนดส่ง,IC105008.rpt,FRM,0,
"1,597",FRM105010061,รายงานรายละเอียดใบจอง - ถึงกำหนดส่ง,IC105004.rpt,FRM,0,
"1,599",FRM105010071,รายงานรายละเอียดใบจอง - หมดอายุ,IC105005.rpt,FRM,0,
"1,600",FRM105010072,รายงานสรุปใบจอง - หมดอายุ,IC105007.rpt,FRM,0,
"1,601",SQL0910016,รายงานสรุปใบเสนอราคา - หมดอายุ,IC091016.rpt,SQL,2697,DOCINFO
"1,602",RP8370001,รายงานแนวโน้มสินค้าเติบโต,IC837001.rpt,RP,0,
"1,603",RP8380001,รายงานแนวโน้มสินค้าถดถอย,IC838001.rpt,RP,0,
"1,604",RP8330001,รายงานแนวโน้มสินค้าตามประเภท,IC833001.rpt,RP,0,
"1,606",RP8340001,รายงานแนวโน้มสินค้าตามยี่ห้อ,IC833001.rpt,RP,0,
"1,607",RP8350001,รายงานแนวโน้มสินค้าตามหมวด,IC833001.rpt,RP,0,
"1,608",RP8360001,รายงานแนวโน้มสินค้าตามผู้จำหน่ายหลัก,IC833001.rpt,RP,0,
"1,609",RP802020002,รายงานสินค้าที่ไม่เคลื่อนไหว,IC802002.rpt,RP,0,
"1,610",RP82100001,รายงานแสดงสินค้าไม่มียอดขาย,IC821001.rpt,RP,0,
"1,611",RP82000001,รายงานแสดงสินค้าไม่มียอดขาย ตามผู้จำหน่าย,IC820001-4.rpt,RP,0,
"1,612",RP81900001,รายงานแสดงสินค้าไม่มียอดขาย ตามหมวดสินค้า,IC820001-2.rpt,RP,0,
"1,613",RP81800001,รายงานแสดงสินค้าไม่มียอดขาย ตามยี่ห้อสินค้า,IC820001-3.rpt,RP,0,
"1,614",RP81700001,รายงานแสดงสินค้าไม่มียอดขาย ตามประเภทสินค้า,IC820001-1.rpt,RP,0,
"1,616",RP4501001,รายงานลำดับประเภทสินค้ายอดฮิต,CP4501001.rpt,RP,0,
"1,617",RP4502001,รายงานลำดับยี่ห้อสินค้ายอดฮิต,CP4501001.rpt,RP,0,
"1,618",RP4503001,รายงานลำดับหมวดสินค้ายอดฮิต,CP4501001.rpt,RP,0,
"1,619",RP4504001,รายงานลำดับผู้จำหน่ายหลักยอดฮิต,CP4501001.rpt,RP,0,
"1,620",RP4505001,รายงานลำดับสินค้ายอดฮิต,CP4501001.rpt,RP,0,
"1,621",RP4506001,รายงานลำดับสินค้ายอดฮิตแต่ละประเภท,CP4506001.rpt,RP,0,
"1,622",RP4507001,รายงานลำดับสินค้ายอดฮิตแต่ละยี่ห้อ,CP4506001.rpt,RP,0,
"1,623",RP4508001,รายงานลำดับสินค้ายอดฮิตแต่ละหมวด,CP4506001.rpt,RP,0,
"1,624",RP4509001,รายงานลำดับสินค้ายอดฮิตแต่ละผู้จำหน่ายหลัก,CP4506001.rpt,RP,0,
"1,626",RP4601001,รายงานสรุปยอดขายตามแคมเปญ,CP4601001.rpt,RP,0,
"1,627",RP4602001,รายงานสรุปยอดขายตามประเภทแคมเปญ,CP4602001.rpt,RP,0,
"1,628",RP4604001,รายงานวิเคราะห์ยอดขายสินค้านาทีทอง,CP4604001.rpt,RP,0,
"1,629",RP4603001,รายงานวิเคราะห์ยอดขายสินค้าแคมเปญ,CP4603001.rpt,RP,0,
"1,630",RP4510001,รายงานสินค้ามักซื้อคู่กันตามประเภทสินค้า,CP4510001.rpt,RP,0,
"1,631",RP4511001,รายงานสินค้ามักซื้อคู่กันตามยี่ห้อสินค้า,CP4510001.rpt,RP,0,
"1,632",RP4512001,รายงานสินค้ามักซื้อคู่กันตามหมวดสินค้า,CP4510001.rpt,RP,0,
"1,633",RP4513001,รายงานสินค้ามักซื้อคู่กันตามผู้จำหน่ายหลัก,CP4510001.rpt,RP,0,
"1,634",POS031211,รายงานสรุปยอดขายตามประเภทสินค้า,POS031211.rpt,POS,0,
"1,635",POS031221,รายงานสรุปยอดขายตามยี่ห้อสินค้า,POS031211.rpt,POS,0,
"1,636",POS031231,รายงานสรุปยอดขายตามหมวดสินค้า,POS031211.rpt,POS,0,
"1,637",POS031241,รายงานสรุปยอดขายตามผู้จำหน่ายหลัก,POS031211.rpt,POS,0,
"1,638",POS031281,รายงานสรุปยอดขายตามสินค้า,POS031211.rpt,POS,0,
"1,639",POS031301,รายงานสรุปยอดขายตามสาขา,POS031211.rpt,POS,0,
"1,640",POS031261,รายงานสรุปยอดขายแต่ละวัน,POS031261.rpt,POS,0,
"1,641",POS03121,รายงานสรุปยอดขายตามประเภทสินค้า พร้อมทุน,POS03121.rpt,POS,0,
"1,642",POS03122,รายงานสรุปยอดขายตามยี่ห้อสินค้า พร้อมทุน,POS03121.rpt,POS,0,
"1,643",POS03123,รายงานสรุปยอดขายตามหมวดสินค้า พร้อมทุน,POS03121.rpt,POS,0,
"1,644",POS03124,รายงานสรุปยอดขายตามผู้จำหน่ายหลัก พร้อมทุน,POS03121.rpt,POS,0,
"1,645",POS03125,รายงานสรุปยอดขายตามพนักงานขาย พร้อมทุน,POS03121.rpt,POS,0,
"1,646",POS03126,รายงานสรุปยอดขายแต่ละวัน พร้อมทุน,POS03126.rpt,POS,0,
"1,647",POS03127,รายงานสรุปยอดขายตามแคชเชียร์ พร้อมทุน,POS03127.rpt,POS,0,
"1,648",POS03128,รายงานสรุปยอดขายตามสินค้า พร้อมทุน,POS03121.rpt,POS,0,
"1,649",POS03129,รายงานสรุปยอดขายตามเครื่อง พร้อมทุน,POS03121.rpt,POS,0,
"1,650",POS03130,รายงานสรุปยอดขายแต่ละสาขา พร้อมทุน,POS03121.rpt,POS,0,
"1,651",POS03101,รายงานสรุปยอดขายตามสาขาและประเภทสินค้า พร้อมทุน,POS3101.rpt,POS,0,
"1,652",POS03102,รายงานสรุปยอดขายตามสาขาและยี่ห้อสินค้า พร้อมทุน,POS3101.rpt,POS,0,
"1,653",POS03103,รายงานสรุปยอดขายตามสาขาและหมวดสินค้า พร้อมทุน,POS3101.rpt,POS,0,
"1,654",POS03104,รายงานสรุปยอดขายตามสาขาและผู้จำหน่ายหลัก พร้อมทุน,POS3101.rpt,POS,0,
"1,655",POS03105,รายงานสรุปยอดขายตามสาขาและพนักงานขาย พร้อมทุน,POS3101.rpt,POS,0,
"1,656",POS03106,รายงานสรุปยอดขายแต่ละวันตามสาขา พร้อมทุน,POS3106.rpt,POS,0,
"1,657",POS03107,รายงานสรุปยอดขายตามสาขาและแคชเชียร์ พร้อมทุน,POS3107.rpt,POS,0,
"1,658",POS03108,รายงานสรุปยอดขายสินค้าตามสาขา พร้อมทุน,POS3101.rpt,POS,0,
"1,659",POS03109,รายงานสรุปยอดขายตามสาขาและเครื่อง พร้อมทุน,POS3101.rpt,POS,0,
"1,660",POS03111,รายงานสรุปยอดขายตามเครื่องและประเภทสินค้า พร้อมทุน,POS03111.rpt,POS,0,
"1,661",POS03112,รายงานสรุปยอดขายตามเครื่องและยี่ห้อสินค้า พร้อมทุน,POS03111.rpt,POS,0,
"1,662",POS03113,รายงานสรุปยอดขายตามเครื่องและหมวดสินค้า พร้อมทุน,POS03111.rpt,POS,0,
"1,663",POS03114,รายงานสรุปยอดขายตามเครื่องและผู้จำหน่ายหลัก พร้อมทุน,POS03111.rpt,POS,0,
"1,664",POS03115,รายงานสรุปยอดขายตามเครื่องและพนักงานขาย พร้อมทุน,POS03111.rpt,POS,0,
"1,665",POS03116,รายงานสรุปยอดขายแต่ละวันตามเครื่อง พร้อมทุน,POS03116.rpt,POS,0,
"1,666",POS03117,รายงานสรุปยอดขายตามเครื่องและแคชเชียร์ พร้อมทุน,POS03117.rpt,POS,0,
"1,667",POS03118,รายงานสรุปยอดขายสินค้าตามเครื่อง พร้อมทุน,POS03111.rpt,POS,0,
"1,668",POS03136,รายงานสรุปยอดขายแต่ละวันที่ตามพนักงานขาย,POS03136.rpt,POS,0,
"1,669",POS03138,รายงานสรุปยอดขายสินค้าตามพนักงานขาย,POS03138.rpt,POS,0,
"1,670",POS0312501,รายงานสรุปยอดขายตามพนักงานขาย,POS0312501.rpt,POS,0,
"1,671",POS0310501,รายงานสรุปยอดขายตามสาขาและพนักงานขาย,POS0310501.rpt,POS,0,
"1,672",POS031011,รายงานสรุปยอดขายตามสาขาและประเภทสินค้า,POS31011.rpt,POS,0,
"1,673",POS031021,รายงานสรุปยอดขายตามสาขาและยี่ห้อสินค้า,POS31011.rpt,POS,0,
"1,674",POS031031,รายงานสรุปยอดขายตามสาขาและหมวดสินค้า,POS31011.rpt,POS,0,
"1,675",POS031041,รายงานสรุปยอดขายตามสาขาและผู้จำหน่ายหลัก,POS31011.rpt,POS,0,
"1,676",POS031081,รายงานสรุปยอดขายสินค้าตามสาขา,POS31061.rpt,POS,0,
"1,677",POS031061,รายงานสรุปยอดขายแต่ละวันตามสาขา,POS31011.rpt,POS,0,
"1,678",SQL25302003,ใบชำระหนี้เจ้าหนี้ แสดงการลงบัญชี,DOC25303.rpt,SQL,3714,ACCOUNTCHART ADDRBOOK APADDRESS APFILE BANKACCOUNT BANKFILE CHEQUEBOOK DEPTTAB DOCINFO DOCTYPE PAYMENTTYPE TRANPAYA TRANPAYD TRANPAYH TRANPAYJ
"1,679",SQL001030024,รายงานเอกสารที่จ่ายชำระขาดหรือเกิน,DI103001.rpt,SQL,857,APFILE APPAYMENT DOCINFO DOCTYPE SYSLOOKUP TRANPAYD TRANPAYH
"1,683",RP55502006,รายงานสรุปชำระเจ้าหนี้รายวัน (เงินโอน),AP555006.rpt,RP,0,
"1,684",RP56002006,รายงานรายละเอียดยอดจ่ายชำระรายวัน,AP560006.rpt,RP,0,
"1,685",TFRM2530201,ใบชำระหนี้เจ้าหนี้ Text Mode,TDOC25301.txt,TFRM,0,
"1,687",RP55502001,รายงานสรุปยอดชำระเจ้าหนี้รายวัน,AP555001.rpt,RP,0,
"1,689",RP55500301,รายงานสรุปยอดชำระเจ้าหนี้เงินสดรายวัน,AP555003.rpt,RP,0,
"1,690",RP5555005001,รายงานสรุปยอดชำระเจ้าหนี้เช็ครายวัน,AP555005.rpt,RP,0,
"1,691",SQL25302002,ใบชำระหนี้เจ้าหนี้ แบบเส้นตาราง,DOC25302.rpt,SQL,2341,ADDRBOOK APADDRESS APFILE BANKACCOUNT CHEQUEBOOK DEPTTAB DOCINFO DOCTYPE PAYMENTTYPE TRANPAYA TRANPAYD TRANPAYH
"1,692",SQL25302001,ใบชำระหนี้เจ้าหนี้,DOC25301.rpt,SQL,2341,ADDRBOOK APADDRESS APFILE BANKACCOUNT CHEQUEBOOK DEPTTAB DOCINFO DOCTYPE PAYMENTTYPE TRANPAYA TRANPAYD TRANPAYH
"1,693",POS032011,รายงานสรุปยอดชำระแต่ละวันตามสาขา,POS032011.rpt,POS,0,
"1,694",POS032021,รายงานสรุปยอดชำระแต่ละแคชเชียร์ตามสาขา,POS032021.rpt,POS,0,
"1,695",POS032031,รายงานสรุปยอดชำระแต่ละเครื่องตามสาขา,POS032031.rpt,POS,0,
"1,696",POS032111,รายงานสรุปยอดชำระแต่ละวันตามเครื่อง,POS032111.rpt,POS,0,
"1,697",POS032121,รายงานสรุปยอดชำระแต่ละแคชเชียร์ตามเครื่อง,POS032121.rpt,POS,0,
"1,698",POS032211,รายงานสรุปยอดชำระแต่ละวันตามแคชเชียร์,POS032211.rpt,POS,0,
"1,699",POS032231,รายงานสรุปยอดชำระแต่ละเครื่องตามแคชเชียร์,POS032231.rpt,POS,0,
"1,701",POS032044,รายงานสรุปยอดชำระแต่ละสาขา,POS032044.rpt,POS,0,
"1,702",POS032043,รายงานสรุปยอดชำระแต่ละเครื่อง,POS032043.rpt,POS,0,
"1,703",POS032041,รายงานสรุปยอดชำระแต่ละวัน,POS032041.rpt,POS,0,
"1,704",POS032042,รายงานสรุปยอดชำระแต่ละแคชเชียร์,POS032042.rpt,POS,0,
"1,705",POS02508004,รายงานสรุปการชำระแต่ละวันแยกสาขาและเครื่องPOS,POS02504.rpt,POS,0,
"1,706",POS02508005,รายงานสรุปการชำระแต่ละวันแยกสาขา,POS02505.rpt,POS,0,
"1,707",POS02508006,รายงานสรุปรวมการชำระแต่ละวัน,POS02506.rpt,POS,0,
"1,708",POS02508003,รายงานสรุปการชำระแต่ละเครื่อง ตามสาขา,POS02503.rpt,POS,0,
"1,711",MB3856001,รายงานยอดขายตามอาชีพ - เพศ ยี่ห้อ - สินค้า,MB3856001.rpt,MB,0,
"1,712",MB3857001,รายงานยอดขายตามอายุ - เพศ ยี่ห้อ - สินค้า,MB3857001.rpt,MB,0,
"1,713",MB3858001,รายงานยอดขายตามสถานภาพ - เพศ ยี่ห้อ - สินค้า,MB3858001.rpt,MB,0,
"1,714",MB3821004,รายงานสรุปยอดขายสมาชิก ตามยี่ห้อ,MB3821004.rpt,MB,0,
"1,715",MB3821007,รายงานสรุปยอดขายสินค้า ตามยี่ห้อ,MB3821007.rpt,MB,0,
"1,716",MB3821009,รายงานสรุปยอดขายตามเอกสาร สมาชิก ยี่ห้อ,MB3821009.rpt,MB,0,
"1,717",MB3821001,รายงานรายละเอียดยอดขายตามเอกสาร สมาชิก ยี่ห้อ,MB3821001.rpt,MB,0,
"1,718",MB3804001,รายงานประวัติการขายสมาขิกย้อนหลัง 6 เดือน,MB3804001.rpt,MB,0,
"1,719",MB3805001,รายงานประวัติการขายสมาชิกย้อนหลัง 6 เดือน ตามประเภทสมาชิก,MB3805001.rpt,MB,0,
"1,720",MB3806001,รายงานประวัติการขายสมาชิกย้อนหลัง 6 เดือน ตามอาชีพ,MB3806001.rpt,MB,0,
"1,721",MB3807001,รายงานประวัติการขายสมาชิกย้อนหลัง 6 เดือน ตามอายุ,MB3807001.rpt,MB,0,
"1,722",MB3808001,รายงานประวัติการขายสมาชิกย้อนหลัง 6 เดือน ตามเพศ,MB3808001.rpt,MB,0,
"1,723",MB3809001,รายงานประวัติการขายสมาชิกย้อนหลัง 6 เดือน ตามสถานภาพ,MB3809001.rpt,MB,0,
"1,725",MB3909001,รายงานยอดซื้อสมาชิกตามวันที่ พร้อมประเภทชำระ,MB3909001.rpt,MB,0,
"1,726",MB3909002,รายงานยอดซื้อสมาชิก พร้อมประเภทการชำระ,MB3909002.rpt,MB,0,
"1,727",MB3821003,รายงานจัดอันดับยอดขายสมาชิก,MB3821003.rpt,MB,0,
"1,729",MB3803002,รายงานประวัติการขายตามสมาชิกก่อนเดือนเกิด แสดงที่อยู่,MB3803002.rpt,MB,0,
"1,730",MB3822002,รายงานรายละเอียดสินค้าที่ซื้อในวันเกิด,MB3822002.rpt,MB,0,
"1,731",MB3822003,รายงานรายละเอียดสินค้าที่ซื้อในเดือนเกิด,MB3822003.rpt,MB,0,
"1,732",MB3803001,รายงานประวัติการขายตามสมาชิกก่อนเดือนเกินย้อนหลัง 6 เดือน,MB3803001.rpt,MB,0,
"1,733",MB3848001,รายงานยอดขายตามสถานภาพ - เพศ หมวด - สินค้า,MB3848001.rpt,MB,0,
"1,735",MB3821005,รายงานรายละเอียดสินค้าที่ซื้อตามหมวด - สมาชิก,MB3821005.rpt,MB,0,
"1,736",MB3821006,รายงานสรุปยอดขายสินค้า ตามหมวด,MB3821006.rpt,MB,0,
"1,737",MB3821008,รายงานสรุปยอดขายตามเอกสาร สมาชิก หมวด,MB3821008.rpt,MB,0,
"1,738",MB3821002,รายงานรายละเอียดยอดขายตามเอกสาร สมาชิก หมวด,MB3821002.rpt,MB,0,
"1,739",MB3846001,รายงานยอดขายตามอาชีพ - เพศ หมวด - สินค้า,MB3846001.rpt,MB,0,
"1,740",MB3847001,รายงานยอดขายตามอายุ - เพศ หมวด - สินค้า,MB3847001.rpt,MB,0,
"1,741",MB3841002,รายงานยอดขายตามอาชีพ - เพศ หมวดสินค้า,MB3841002.rpt,MB,0,
"1,742",MB3846002,รายงานยอดขายตามอาชีพ - เพศ หมวด - สินค้า,MB3846002.rpt,MB,0,
"1,743",MB3851002,รายงานยอดขายตามอาชีพ - เพศ ยี่ห้อ,MB3851002.rpt,MB,0,
"1,744",MB3856002,รายงานยอดขายตามอาชีพ - เพศ ยี่ห้อ - สินค้า,MB3856002.rpt,MB,0,
"1,745",MB3861001,รายงานยอดขายตามอาชีพ - เพศ แคมเปญ,MB3861001.rpt,MB,0,
"1,746",MB3862001,รายงานยอดขายตามอายุ - เพศ แคมเปญ,MB3862001.rpt,MB,0,
"1,747",MB3863001,รายงานยอดขายตามสถานภาพ - เพศ แคมเปญ,MB3863001.rpt,MB,0,
"1,748",MB3801001,รายงานสรุปการแลกแต้มสินค้า สมาชิก,MB3801001.rpt,MB,0,
"1,749",MB3802001,รายงานเคลื่อนไหวแต้มสมาชิก,MB3802001.rpt,MB,0,
"1,750",MB3831001,รายงานสรุปสมาชิกตามอาชีพ - เพศ,MB3831001.rpt,MB,0,
"1,751",MB3832001,รายงานสรุปสมาชิกตามอาชีพ - อายุ,MB3832001.rpt,MB,0,
"1,752",MB3833001,รายงานสรุปสมาชิกตามสถานะภาพ - เพศ,MB3833001.rpt,MB,0,
"1,753",MB3834001,รายงานสรุปสมาชิกตามอายุ - เพศ,MB3834001.rpt,MB,0,
"1,754",CP4605001,รายงานยอดขายสินค้าแคมเปญพร้อมทุน,CP4605001.rpt,CP,0,
"1,755",CP4606001,รายงานยอดขายสินค้านาทีทองพร้อมทุน,CP4606001.rpt,CP,0,
"1,756",CP4605002,รายงานยอดขายสินค้าแคมเปญ,CP4605002.rpt,CP,0,
"1,757",CP4606002,รายงานยอดขายสินค้านาทีทอง,CP4606002.rpt,CP,0,
"1,759",RP10420008,รายงานรายละเอียดยอดขายสินค้าจัดโปรโมชั่น *******,GP104208.rpt,RP,0,
"1,760",RP1042009,รายงานสรุปยอดขายจัดโปรโมชั่น-ตามยี่ห้อและผู้จำหน่ายหลัก ****,GP104209.rpt,RP,0,
"1,761",POS02308013,รายงานสรุปยอดขายรายวันพร้อมยอดเฉลี่ย,POS02313.rpt,POS,0,
"1,762",RP8400001,รายงานแนะนำการสั่งซื้อ แบบที่ 2,IC840001.rpt,RP,0,
"1,763",RP80504004,รายงานสินค้าที่จำนวนมากเกินจำเป็น,IC805004.rpt,RP,0,
"1,764",RP80504003,รายงานแนะนำการสั่งซื้อสินค้า (แสดงหน่วยย่อย),IC805003.rpt,RP,0,
"1,765",RP80504001,รายงานแนะนำการสั่งซื้อสินค้า,IC805001.rpt,RP,0,
"1,766",RP80504002,รายงานจำนวนสินค้าต่ำกว่าจุดสั่งซื้อ,IC805002.rpt,RP,0,
"1,769",RP80504005,รายงานสินค้าที่ต้องสั่งซื้อวันนี้,IC805005.rpt,RP,0,
"1,771",SQL01904003,รายงานสินค้าต่ำกว่าจุดสำรองหรือจุดต่ำสุด- ตามตำแหน่งเก็บ,IC190002.rpt,SQL,300,SKUMOVE
"1,773",SQL01904001,รายงานสินค้า จำนวนเป็นศูนย์- ตามตำแหน่งเก็บ,IC190001.rpt,SQL,451,SKUMOVE
"1,775",SQL10004101,รายงานสรุปยอดซื้อสุทธิตามสินค้า,SA100101.rpt,SQL,1378,SKUMOVE
"1,776",SQL10004102,รายงานสรุปยอดซื้อสุทธิตามประเภทสินค้า,SA100102.rpt,SQL,1368,SKUMOVE
"1,777",SQL10004103,รายงานสรุปยอดซื้อสุทธิตามหมวดสินค้า,SA100103.rpt,SQL,1399,SKUMOVE
"1,778",SQL10004104,รายงานสรุปยอดซื้อสุทธิตามยี่ห้อ,SA100104.rpt,SQL,1364,SKUMOVE
"1,780",SQL10004105,รายงานสรุปยอดซื้อสุทธิตามแผนก,SA100105.rpt,SQL,1394,SKUMOVE
"1,781",SQL10004106,รายงานสรุปยอดซื้อสุทธิตามประเภทและเจ้าหนี้,SA100106.rpt,SQL,1400,SKUMOVE
"1,782",SQL01104016,รายงานยอดซื้อตามเจ้าหนี้รายเดือน,SA011016.rpt,SQL,978,DOCTYPE
"1,784",RP65103001,รายงานใบรับสินค้าพร้อมสินค้าคงเหลือ,IC651001.rpt,RP,0,
"1,785",SQL01050003,ใบส่งของ / ใบกำกับภาษี(รวมสินค้าตามประเภททดแทน),DOC05002.RPT,SQL,1688,DOCINFO
"1,786",SQL10706001,ฟอร์มใบรับคืนฝากขาย - แบบเส้นตาราง,DOC10706.RPT,SQL,3634,DOCINFO
"1,787",SQL11001601,รายงานรายละเอียดใบรับคืนฝากขาย ตามเอกสาร,IC110043_1.rpt,SQL,3013,ARCAT ARCONDITION ARDETAIL ARFILE BRANCH BRAND DEPTTAB DOCINFO DOCTYPE GOODSMASTER ICCAT ICCOLOR ICDEPT ICSIZE PRJTAB SALESMAN SHIPBY SKUALT SKUMASTER SKUMOVE SLDETAIL TRANSTKD TRANSTKH VATTABLE WAREHOUSE WARELOCATION
"1,788",SQL01050002,ใบส่งสินค้าสำหรับ PC,DOC05001.RPT,SQL,1725,DOCINFO
"1,789",SQL10605001,ฟอร์มใบฝากขายสินค้า-แบบเส้นตาราง,DOC10608.RPT,SQL,3619,DOCINFO
"1,790",SQL11001703,ฟอร์มใบบันทึกยอดฝากขายรายวัน-แบบเส้นตาราง,DOC10609.RPT,SQL,3243,DOCINFO
"1,791",SQL11001502,รายงานสรุปเอกสาร - ฝากขาย,IC110211_01.rpt,SQL,1422,TRANSTKH
"1,792",SQL11001701,รายงานใบบันทึกยอดฝากขายรายวัน ตามเอกสาร,IC110044.rpt,SQL,1397,TRANSTKD
"1,793",SQL11001501,รายงานรายละเอียดใบฝากขาย ตามเอกสาร,IC110042.rpt,SQL,3066,ARCAT ARCONDITION ARDETAIL ARFILE BRANCH BRAND DEPTTAB DOCINFO DOCTYPE GOODSMASTER ICCAT ICCOLOR ICDEPT ICSIZE MKTPLAN PRJTAB PRMTPLAN SALESMAN SHIPBY SKUALT SKUMASTER SKUMOVE SLDETAIL TRANSTKD TRANSTKH VATTABLE WAREHOUSE WARELOCATION
"1,794",SQL11001602,รายงานสรุปเอกสาร - รับคืนฝากขาย,IC110214.rpt,SQL,1695,TRANSTKH
"1,795",SQL11001702,รายงานสรุปเอกสาร - ใบบันทึกยอดฝากขายรายวัน,IC110215.rpt,SQL,1986,DOCINFO
"1,800",SQL11001704,ฟอร์มใบบันทึกยอดรับคืนฝากขายรายวัน-แบบเส้นตาราง,DOC10610.RPT,SQL,3059,ADDRBOOK ARCONDITION ARFILE AROE DEPTTAB DOCINFO DOCTYPE GOODSMASTER PRJTAB SHIPBY SKUMASTER SKUMOVE TRANSTKD TRANSTKH WAREHOUSE WARELOCATION
